age,SeriousDlqin2yrs,MonthlyIncome
59,0,6118.0
22,0,3400.0
47,1,6666.0
73,0,1077.0
61,1,3945.0
66,0,22599.0
33,0,2000.0
59,0,3300.0
54,0,5349.0
33,0,6366.0
24,0,0.0
41,0,3800.0
45,0,2990.0
65,0,2000.0
62,0,15000.0
52,0,3660.0
54,0,7342.0
29,0,5200.0
49,1,4990.0
32,0,4200.0
69,0,2149.0
33,0,8340.0
74,0,2958.0
56,0,3000.0
52,0,3500.0
28,0,3400.0
53,1,3300.0
41,0,2070.0
37,0,8333.0
48,0,1.0
28,0,3223.0
62,0,14166.0
56,0,19400.0
35,0,2830.0
75,0,12000.0
39,0,6500.0
56,0,5480.0
37,0,3166.0
33,0,12000.0
58,0,10000.0
38,0,3166.0
43,1,7332.0
51,0,3500.0
43,1,4583.0
71,0,4064.0
41,0,3473.0
29,0,1400.0
63,0,4500.0
56,0,5500.0
45,0,4800.0
74,0,4000.0
51,0,12312.0
57,0,7595.0
50,0,14500.0
52,1,8000.0
43,0,2600.0
55,0,4200.0
38,0,4940.0
47,0,2244.0
49,1,4500.0
40,1,3300.0
37,0,2008.0
47,0,7000.0
33,0,4120.0
40,0,4662.0
42,0,8800.0
43,0,4250.0
30,0,1822.0
61,0,5500.0
47,0,7750.0
61,0,14350.0
41,0,12500.0
47,0,8779.0
41,0,8000.0
71,0,8500.0
74,0,1740.0
81,0,1991.0
35,1,2500.0
51,0,3500.0
31,0,11201.0
51,0,11000.0
60,0,14300.0
67,0,13696.0
60,0,10000.0
41,0,20000.0
27,0,6000.0
41,0,7000.0
43,0,11700.0
47,0,9000.0
51,0,11216.0
40,0,400.0
52,0,13916.0
52,0,9339.0
45,0,10000.0
58,0,4953.0
54,0,25166.0
92,0,3484.0
53,0,5200.0
57,0,10132.0
51,0,4000.0
22,0,894.0
82,0,3598.0
75,0,600.0
35,0,0.0
59,1,7500.0
54,0,7666.0
66,0,6308.0
53,0,10083.0
54,0,3500.0
37,0,6548.0
40,0,6524.0
58,0,9534.0
30,0,1946.0
67,1,1500.0
27,0,764.0
54,0,25500.0
79,0,6994.0
39,0,1612.0
57,0,4749.0
61,0,15000.0
61,0,13800.0
45,0,9416.0
55,0,21250.0
57,0,9227.0
36,0,2762.0
46,0,7017.0
48,0,1600.0
73,0,2800.0
46,0,6000.0
55,0,3680.0
78,0,4500.0
43,0,2100.0
87,0,5706.0
50,0,9000.0
63,0,3783.0
47,0,8490.0
51,0,10500.0
56,0,5943.0
74,0,1300.0
31,1,4500.0
66,0,7047.0
56,0,6666.0
61,0,6020.0
55,1,9825.0
43,0,4666.0
51,0,4406.0
45,0,1.0
33,0,10833.0
74,0,2800.0
46,0,10000.0
51,0,10000.0
38,0,2000.0
79,0,4425.0
55,0,5183.0
36,0,3000.0
46,0,7300.0
45,0,10421.0
65,0,3060.0
62,0,0.0
48,0,7240.0
61,0,8700.0
46,1,4056.0
41,0,7000.0
67,0,12500.0
22,1,1863.0
53,0,9166.0
46,1,10300.0
43,1,7083.0
51,0,6333.0
74,0,1443.0
49,0,6919.0
63,0,1.0
49,0,8333.0
52,1,2500.0
62,0,8327.0
58,0,3098.0
44,0,5500.0
56,0,3488.0
54,0,2111.0
48,0,7750.0
48,0,4384.0
54,0,12500.0
40,1,3600.0
61,0,11999.0
63,0,6715.0
41,0,9750.0
24,0,1.0
61,0,5600.0
91,0,3739.0
46,0,3333.0
53,0,6916.0
37,0,4439.0
42,0,6300.0
63,0,4221.0
43,0,8000.0
54,0,5832.0
49,0,3550.0
61,1,4050.0
55,1,2252.0
29,0,1400.0
53,0,3024.0
45,0,3250.0
69,0,4966.0
73,0,7141.0
44,0,8333.0
63,1,3632.0
49,0,5900.0
92,0,3500.0
33,0,5800.0
34,1,11700.0
67,0,1383.0
44,0,2660.0
74,1,9443.0
55,0,1.0
54,0,5100.0
37,1,2709.0
69,0,2414.0
44,0,5000.0
52,0,6178.0
43,0,5290.0
37,0,8666.0
39,0,4850.0
102,0,3300.0
34,0,2615.0
39,0,9877.0
66,0,4000.0
73,0,6833.0
43,0,3677.0
44,0,3458.0
57,0,41666.0
66,0,9500.0
52,0,7166.0
37,0,2600.0
66,0,15317.0
43,0,6166.0
55,0,3333.0
69,0,3280.0
42,0,7075.0
51,0,5416.0
32,0,6733.0
60,0,12000.0
77,0,5600.0
40,0,4000.0
50,0,10500.0
39,0,7200.0
36,0,3889.0
35,0,3678.0
74,0,8200.0
49,0,7317.0
69,0,5900.0
27,0,1601.0
51,0,7000.0
61,0,16300.0
58,0,5416.0
50,1,6491.0
38,1,6624.0
62,0,2000.0
59,0,12680.0
31,0,12000.0
67,0,9000.0
35,0,2815.0
60,0,3000.0
51,0,6799.0
55,0,5950.0
58,0,11400.0
34,0,3800.0
61,0,3286.0
36,0,6250.0
25,1,2334.0
54,0,10500.0
59,0,16016.0
40,0,6198.0
24,0,820.0
46,1,1200.0
49,0,6000.0
48,0,3250.0
60,0,2500.0
64,0,4200.0
57,0,4606.0
61,0,4000.0
63,0,8000.0
64,0,5000.0
21,0,820.0
34,0,9000.0
44,0,6700.0
45,0,2300.0
49,1,4443.0
51,0,1500.0
37,0,12000.0
63,0,4040.0
56,0,12500.0
61,1,7288.0
47,0,4500.0
61,0,2750.0
26,0,3100.0
29,0,2833.0
58,0,2500.0
53,0,1641.0
56,0,2375.0
79,1,6666.0
48,0,12500.0
63,0,4000.0
37,0,2900.0
63,0,9000.0
76,0,4100.0
58,0,9700.0
49,0,25000.0
76,0,1918.0
68,0,3362.0
44,0,5666.0
46,0,10600.0
45,0,6000.0
57,0,5137.0
63,0,1941.0
51,0,6666.0
52,0,6699.0
73,0,11400.0
64,0,22500.0
25,0,600.0
42,0,2733.0
65,0,3200.0
61,0,3151.0
61,0,18000.0
86,0,3888.0
36,0,5666.0
35,0,2000.0
49,0,7500.0
52,0,8783.0
41,0,6170.0
56,0,10000.0
58,0,6125.0
62,0,53000.0
89,0,3944.0
53,0,1100.0
54,1,3572.0
63,0,2225.0
32,0,1227.0
49,0,13186.0
53,0,12583.0
61,1,3100.0
23,0,3610.0
72,0,12619.0
54,0,6674.0
68,0,6460.0
72,0,4300.0
42,0,4000.0
62,0,6100.0
36,0,9083.0
53,0,11496.0
68,0,12100.0
70,0,10450.0
22,0,1600.0
52,0,3916.0
26,0,5000.0
74,0,9550.0
65,0,9109.0
36,0,10833.0
34,0,3000.0
43,0,1.0
51,0,6066.0
62,1,2400.0
56,0,2000.0
57,0,13553.0
69,0,4070.0
56,1,13400.0
58,0,6000.0
50,0,8000.0
38,0,10300.0
70,0,5333.0
31,0,424.0
80,0,5969.0
49,0,0.0
61,0,10816.0
61,0,1500.0
61,0,8333.0
41,0,3447.0
56,0,5625.0
43,0,2750.0
56,0,6500.0
72,0,3471.0
36,0,31250.0
38,0,12250.0
52,0,6105.0
47,0,7600.0
40,0,6000.0
39,0,10800.0
29,0,4083.0
67,0,15000.0
61,0,2721.0
49,0,3864.0
34,0,4584.0
55,0,4648.0
65,0,5236.0
28,0,700.0
55,0,8300.0
54,0,4800.0
68,0,5081.0
39,0,3079.0
43,0,24816.0
22,0,5000.0
35,0,5000.0
43,0,5850.0
41,0,5016.0
46,0,4400.0
31,0,2500.0
61,0,9000.0
89,0,7361.0
39,0,6375.0
47,0,7500.0
63,0,6666.0
41,0,4583.0
81,0,3900.0
70,0,4055.0
60,0,6000.0
52,0,12972.0
29,0,3760.0
55,0,3600.0
70,0,6401.0
68,0,4001.0
34,0,4900.0
78,0,8000.0
57,0,3500.0
32,0,5408.0
31,0,4302.0
39,0,0.0
74,0,5624.0
30,0,4225.0
44,0,10971.0
71,0,1780.0
55,0,8141.0
64,0,22500.0
55,0,6000.0
61,1,6041.0
55,0,9950.0
61,0,7916.0
38,0,800.0
41,0,2500.0
53,0,1516.0
58,0,4106.0
68,0,1700.0
31,0,6083.0
49,0,10000.0
69,0,5806.0
47,0,5266.0
56,0,3811.0
26,0,5900.0
38,0,3070.0
84,0,1544.0
58,0,10445.0
46,0,3250.0
55,0,6000.0
39,0,2400.0
46,0,8000.0
61,0,12136.0
44,0,4600.0
72,0,4200.0
43,0,14500.0
38,0,0.0
52,0,1600.0
39,0,5500.0
48,0,19000.0
37,0,1250.0
62,1,7500.0
33,0,3184.0
36,0,6964.0
37,0,11800.0
35,0,3000.0
41,0,2000.0
37,0,9200.0
66,0,3333.0
45,0,4333.0
53,0,9000.0
36,0,4100.0
48,0,3591.0
54,0,17488.0
27,0,7500.0
23,0,1300.0
35,1,6500.0
63,0,7834.0
33,0,4583.0
31,0,1500.0
40,0,5854.0
48,0,10417.0
58,0,6666.0
43,0,14583.0
59,0,2500.0
65,0,7216.0
88,0,4000.0
39,0,7000.0
62,0,6100.0
73,0,6800.0
57,0,7583.0
51,0,3000.0
49,1,5460.0
59,0,0.0
74,0,3729.0
41,0,8000.0
36,0,4000.0
64,0,12500.0
72,0,9100.0
59,0,10416.0
48,0,6209.0
45,0,6916.0
28,0,3832.0
38,0,7000.0
42,0,7800.0
65,0,7005.0
52,0,10400.0
54,0,50550.0
28,0,4444.0
53,0,4333.0
44,0,6000.0
66,0,5200.0
54,0,4785.0
57,0,14175.0
24,0,1350.0
55,0,10000.0
53,0,6400.0
64,0,1600.0
32,0,6400.0
73,0,2100.0
59,0,6500.0
59,0,6949.0
66,0,9103.0
70,0,11263.0
58,0,4350.0
34,0,0.0
68,0,10000.0
66,0,5286.0
29,0,6366.0
42,0,16200.0
85,0,3787.0
58,0,10000.0
57,0,5246.0
74,0,1600.0
72,0,7000.0
55,0,10000.0
41,0,5200.0
28,0,4200.0
46,0,2302.0
44,0,11900.0
29,0,2626.0
33,1,8350.0
28,0,1760.0
64,0,3900.0
53,0,6233.0
57,0,16000.0
71,0,6786.0
42,0,6250.0
59,0,7741.0
38,0,15800.0
78,0,6000.0
69,0,7730.0
29,0,6000.0
61,0,8400.0
54,0,9750.0
29,0,3500.0
88,0,4700.0
61,1,4146.0
48,0,11525.0
51,0,5500.0
44,0,10000.0
22,0,1500.0
61,0,3940.0
66,0,8278.0
41,0,4801.0
57,0,3900.0
57,0,13350.0
48,0,7250.0
45,0,5500.0
30,0,3800.0
42,0,5500.0
35,0,1825.0
57,0,9499.0
26,0,864.0
49,0,9166.0
59,0,2156.0
46,0,4506.0
45,1,4116.0
42,0,5000.0
34,0,4000.0
33,0,1800.0
46,0,4543.0
66,0,3500.0
50,0,5400.0
59,0,6008.0
46,0,6305.0
48,0,12000.0
65,0,10576.0
40,0,5500.0
58,0,1500.0
53,1,11200.0
78,0,10733.0
46,0,12986.0
45,1,5800.0
26,0,3333.0
67,0,6638.0
37,0,7419.0
80,0,69.0
40,0,4833.0
36,0,5933.0
54,0,3125.0
35,0,7083.0
50,0,4990.0
58,0,8000.0
74,0,6100.0
64,0,4350.0
53,0,6000.0
65,0,2385.0
31,0,3000.0
48,0,2970.0
22,0,200.0
68,0,5300.0
84,0,2166.0
42,0,4200.0
46,0,5500.0
46,0,11100.0
29,0,2333.0
87,0,5255.0
56,0,6924.0
51,0,0.0
55,0,5000.0
70,0,820.0
53,0,11500.0
53,0,3000.0
46,0,8096.0
22,0,929.0
32,0,7666.0
49,1,3361.0
45,0,4000.0
41,0,3150.0
54,0,6000.0
21,0,3100.0
62,0,11400.0
45,0,6250.0
37,0,11200.0
39,0,13800.0
54,0,4733.0
75,0,0.0
45,0,8750.0
59,0,4025.0
68,0,33749.0
49,0,2700.0
58,0,5681.0
48,1,6000.0
54,0,3368.0
45,0,17000.0
74,0,8000.0
50,0,13624.0
49,0,6351.0
58,0,14500.0
58,0,3190.0
68,0,5940.0
55,0,6500.0
84,0,9500.0
66,0,2500.0
65,0,27083.0
43,0,3000.0
51,0,5416.0
42,0,4900.0
55,0,12416.0
39,0,1670.0
34,0,2800.0
43,0,4500.0
52,0,7833.0
54,0,3261.0
39,1,4600.0
50,0,10833.0
52,0,5000.0
56,0,7226.0
60,0,1.0
61,0,6185.0
64,0,2500.0
67,0,10271.0
55,0,3250.0
56,0,8700.0
65,0,14000.0
52,0,2372.0
69,0,7192.0
67,0,11500.0
66,0,19166.0
39,1,3167.0
63,0,9583.0
75,0,2539.0
48,0,9586.0
40,1,4666.0
60,0,5000.0
57,0,11500.0
55,0,30000.0
73,0,6000.0
72,0,5100.0
46,0,7000.0
44,1,2800.0
35,1,4751.0
30,1,4583.0
64,0,2500.0
64,0,6670.0
80,0,1712.0
42,0,5000.0
40,0,4400.0
67,0,12410.0
28,0,3224.0
70,0,6518.0
49,0,9416.0
54,0,10333.0
47,0,12585.0
23,0,820.0
86,0,4003.0
53,0,13750.0
35,0,3500.0
51,0,6811.0
64,0,3000.0
30,0,8432.0
62,0,5100.0
68,0,1695.0
44,0,5434.0
63,0,8100.0
41,1,7167.0
69,0,3333.0
71,0,5726.0
28,0,1556.0
35,0,6128.0
43,0,3333.0
51,0,2900.0
42,0,8600.0
68,0,9833.0
28,0,7500.0
87,0,3333.0
42,0,6200.0
74,0,5500.0
73,0,17000.0
28,0,1360.0
35,0,1.0
50,0,4150.0
44,1,3950.0
88,0,1700.0
58,0,7000.0
59,0,8710.0
56,0,5436.0
61,0,5491.0
71,0,4928.0
49,0,11556.0
59,0,4448.0
37,0,9316.0
33,0,3100.0
43,1,2240.0
43,0,7548.0
45,0,4751.0
55,0,1998.0
37,0,7166.0
58,0,7000.0
75,0,4513.0
29,1,5500.0
53,0,9600.0
62,0,5000.0
56,0,12422.0
45,0,3000.0
32,0,5333.0
82,0,2422.0
52,0,3247.0
42,0,3500.0
59,0,6000.0
32,0,5000.0
60,0,12655.0
59,0,3026.0
40,0,11000.0
55,0,7500.0
52,1,13000.0
53,0,9666.0
70,0,10750.0
47,0,15000.0
46,1,2300.0
69,0,519.0
52,0,8000.0
52,0,5249.0
35,0,7600.0
56,0,11500.0
62,0,14494.0
52,0,4726.0
57,0,6800.0
39,0,25000.0
62,0,3350.0
63,0,13000.0
43,0,12100.0
60,0,15300.0
48,0,3716.0
27,0,3360.0
40,1,4483.0
63,0,2395.0
67,1,590.0
22,0,2366.0
61,0,0.0
61,0,13166.0
86,0,2500.0
70,0,4135.0
51,0,6166.0
41,0,2000.0
51,0,2996.0
48,0,3016.0
38,1,6400.0
29,0,3000.0
44,0,5000.0
78,0,7500.0
54,1,4770.0
39,0,12500.0
44,0,2500.0
61,0,1900.0
59,0,6666.0
72,0,9000.0
30,0,1400.0
39,0,6950.0
35,0,2916.0
50,0,6900.0
36,0,6000.0
46,0,6000.0
45,0,9300.0
54,0,11125.0
26,0,1150.0
36,0,3975.0
74,0,3626.0
48,0,8800.0
37,0,6000.0
53,0,4698.0
64,0,4782.0
63,0,5000.0
64,0,18000.0
37,0,8100.0
47,0,4500.0
53,0,17021.0
71,0,3918.0
76,0,5000.0
67,0,4000.0
49,0,3200.0
43,1,9334.0
55,0,5696.0
51,1,9058.0
64,0,12700.0
32,0,5300.0
28,0,4184.0
26,0,3123.0
64,0,6360.0
81,0,4539.0
46,0,5000.0
82,0,3333.0
52,0,9433.0
40,0,5000.0
43,0,2000.0
36,0,6365.0
71,0,7000.0
45,0,5100.0
54,0,10000.0
31,0,2000.0
86,0,6666.0
68,0,5000.0
36,0,4163.0
31,0,2600.0
66,0,11958.0
50,0,10500.0
47,0,4300.0
62,0,4724.0
42,0,9000.0
48,0,13300.0
77,0,21500.0
48,0,5205.0
29,0,860.0
40,0,22500.0
40,0,6905.0
62,1,4300.0
27,0,2665.0
69,0,4900.0
37,0,10050.0
77,0,27350.0
62,0,6666.0
46,0,8600.0
65,0,9681.0
31,0,5300.0
35,0,13541.0
25,0,1800.0
77,0,2000.0
62,0,6061.0
78,0,3000.0
57,0,15833.0
34,1,4988.0
78,0,5888.0
63,0,3900.0
58,0,11543.0
68,0,3200.0
24,0,4500.0
57,0,6500.0
58,0,14944.0
74,0,2500.0
33,1,2496.0
63,0,6900.0
42,0,13000.0
66,0,7700.0
42,0,7198.0
53,0,1750.0
63,0,8650.0
78,0,1435.0
47,0,6986.0
62,0,5600.0
55,0,4954.0
52,0,8850.0
38,0,3001.0
72,0,1600.0
49,0,3729.0
31,0,3000.0
64,0,7093.0
52,0,12200.0
73,0,3186.0
49,0,7860.0
55,0,3100.0
58,0,2916.0
46,0,2900.0
54,0,7500.0
43,0,4540.0
78,0,7886.0
33,1,2000.0
29,0,4000.0
44,0,5000.0
46,0,6500.0
31,0,4200.0
87,0,5012.0
31,0,4500.0
49,0,10421.0
51,0,3250.0
60,0,4400.0
28,0,1916.0
70,0,6101.0
41,0,4700.0
26,1,2700.0
38,0,4650.0
36,0,6000.0
32,0,3167.0
55,0,4733.0
33,0,5491.0
43,1,2700.0
51,0,2790.0
40,0,4054.0
60,0,8000.0
45,0,9324.0
60,0,13000.0
48,0,4220.0
35,0,4166.0
82,0,15927.0
52,0,16666.0
63,0,3350.0
37,0,8333.0
46,0,1.0
58,0,5500.0
53,0,8299.0
85,0,4500.0
31,0,5100.0
83,0,10000.0
50,0,12500.0
54,0,4725.0
56,0,4000.0
57,0,5000.0
67,0,2678.0
66,0,7673.0
51,0,6500.0
57,0,16500.0
84,0,6000.0
77,0,5226.0
75,0,4000.0
39,0,9224.0
47,0,9138.0
34,0,1000.0
29,0,3608.0
43,0,5610.0
48,0,7609.0
61,0,17000.0
58,0,22547.0
47,0,7174.0
47,0,14000.0
36,0,5850.0
61,0,6000.0
31,0,3030.0
43,0,6143.0
52,0,4195.0
76,0,6017.0
36,0,6666.0
61,0,10500.0
32,0,4166.0
48,1,5177.0
58,0,5383.0
73,0,3600.0
55,0,10050.0
50,0,2917.0
59,0,6100.0
38,1,7000.0
55,0,2000.0
34,1,4166.0
48,0,5400.0
24,0,1700.0
62,0,3000.0
64,0,12347.0
66,0,3333.0
79,0,10300.0
69,0,7557.0
28,0,2961.0
55,0,1971.0
44,0,7000.0
35,0,0.0
39,0,3000.0
49,1,1600.0
51,0,5090.0
62,0,9416.0
66,0,6000.0
40,1,5224.0
42,1,4600.0
32,0,1810.0
39,0,7652.0
32,0,5000.0
72,0,0.0
46,0,5800.0
64,0,5824.0
64,0,10260.0
53,0,8166.0
27,0,2600.0
44,0,11400.0
56,1,12000.0
38,0,4200.0
34,0,3333.0
43,0,11000.0
72,0,18583.0
56,0,6025.0
36,1,2800.0
63,0,2595.0
51,0,3125.0
36,1,3620.0
47,0,10000.0
58,0,4532.0
46,0,7184.0
41,0,15833.0
35,0,4300.0
50,0,4667.0
45,1,7397.0
55,0,6600.0
58,0,13058.0
56,0,9832.0
63,0,5500.0
69,0,2500.0
63,0,0.0
32,0,3282.0
33,0,6000.0
53,0,0.0
73,0,10500.0
58,0,7996.0
62,0,3000.0
60,0,4225.0
34,0,6666.0
58,0,15000.0
60,0,1000.0
58,1,5500.0
51,0,4528.0
48,0,10410.0
26,0,4000.0
64,0,3290.0
59,0,1250.0
32,0,5900.0
64,0,9500.0
50,1,5500.0
39,0,3000.0
59,0,3500.0
47,0,5000.0
45,0,3325.0
72,0,4533.0
42,0,9819.0
77,0,0.0
36,0,2393.0
32,0,4583.0
63,0,6166.0
45,0,500.0
52,0,15300.0
51,0,5976.0
26,0,1.0
49,0,5499.0
56,0,7800.0
42,0,8750.0
59,0,2500.0
47,0,4650.0
55,0,6884.0
45,0,3612.0
57,0,1798.0
62,0,4570.0
56,0,5900.0
75,0,5600.0
69,0,7187.0
35,1,4000.0
27,0,4500.0
59,0,13749.0
50,0,8026.0
59,0,5040.0
62,0,7914.0
45,0,11250.0
46,0,10000.0
46,0,5600.0
48,0,1200.0
50,1,8160.0
70,0,7000.0
35,0,7700.0
73,0,10200.0
35,0,3992.0
36,0,4000.0
72,0,9842.0
45,0,7200.0
51,0,5716.0
41,0,11344.0
51,0,6564.0
49,0,25000.0
55,0,5200.0
41,0,6000.0
54,1,10888.0
50,0,8000.0
78,0,6666.0
56,0,6000.0
66,0,8000.0
52,0,5000.0
32,0,8366.0
66,0,2760.0
52,0,18800.0
37,0,7031.0
60,0,4200.0
51,0,16666.0
65,0,2823.0
57,0,0.0
51,0,5834.0
40,0,5097.0
42,0,5100.0
45,0,5000.0
56,0,5300.0
45,0,2700.0
33,0,5000.0
48,0,5516.0
47,0,11800.0
85,0,12083.0
49,0,6100.0
39,0,6450.0
35,0,10863.0
54,1,5833.0
53,0,5165.0
27,0,5166.0
65,0,3749.0
80,0,7666.0
44,0,13000.0
74,0,2517.0
31,0,1400.0
51,0,4166.0
73,0,3993.0
77,0,1600.0
47,1,10000.0
45,0,9100.0
77,0,5058.0
51,0,7600.0
38,0,3212.0
58,0,3500.0
33,0,4611.0
51,0,9000.0
37,0,1950.0
60,0,4200.0
57,0,2333.0
58,0,6500.0
39,0,6240.0
68,0,105.0
66,0,1600.0
67,1,7500.0
67,0,10500.0
58,0,13333.0
43,0,7500.0
59,0,2800.0
37,0,3300.0
59,0,8000.0
71,0,1594.0
30,0,2350.0
89,0,5000.0
44,1,3700.0
66,0,5419.0
36,0,8066.0
62,0,7100.0
65,0,9500.0
40,0,6600.0
76,0,2566.0
40,0,5500.0
24,0,828.0
84,0,6501.0
44,0,12017.0
65,0,15500.0
66,0,9836.0
53,0,7000.0
30,0,5700.0
46,0,3000.0
48,0,9600.0
79,1,20667.0
65,0,12578.0
63,0,4251.0
83,0,2603.0
37,0,10167.0
80,0,1414.0
29,0,2000.0
53,0,10417.0
53,0,7082.0
62,0,4402.0
34,0,5600.0
39,0,3565.0
46,0,4333.0
62,0,4916.0
27,1,1202.0
55,0,5392.0
59,0,6279.0
55,0,10000.0
39,0,6916.0
39,0,6862.0
73,0,4526.0
48,0,7625.0
51,0,4266.0
61,0,6000.0
49,0,7841.0
60,0,7683.0
44,0,6913.0
40,0,5000.0
33,1,8500.0
32,0,7000.0
26,0,4000.0
41,0,9000.0
36,0,4000.0
59,0,5900.0
68,0,5126.0
32,0,3254.0
34,0,11362.0
64,0,2600.0
53,0,10838.0
59,0,8456.0
60,0,6066.0
64,0,7000.0
62,0,8250.0
45,0,11200.0
63,0,2556.0
48,0,13686.0
50,0,0.0
55,0,11036.0
45,0,4200.0
47,0,10005.0
43,0,5000.0
81,0,4416.0
33,0,3580.0
29,0,3166.0
47,1,2500.0
61,0,5600.0
48,0,4500.0
54,0,6500.0
67,0,6166.0
42,0,7965.0
71,0,3500.0
27,0,2994.0
41,0,18000.0
61,0,1000.0
75,0,5498.0
58,0,4900.0
43,0,4000.0
48,0,11000.0
26,0,4000.0
55,0,3000.0
62,0,5200.0
52,1,2400.0
40,0,7083.0
48,0,10816.0
41,0,6250.0
48,0,4350.0
29,0,0.0
66,0,5176.0
32,1,7000.0
38,0,6665.0
73,0,4000.0
39,0,6510.0
60,0,1500.0
43,1,3915.0
74,0,7500.0
49,0,10400.0
45,0,5105.0
65,0,5000.0
38,0,4720.0
38,0,18000.0
22,0,820.0
50,0,7543.0
47,0,8400.0
78,0,1301.0
21,0,820.0
54,0,5150.0
29,0,3307.0
73,0,8000.0
34,0,6600.0
53,0,5200.0
71,0,3013.0
41,0,8200.0
25,0,820.0
47,0,7083.0
65,1,11558.0
33,0,0.0
38,0,8061.0
68,0,5878.0
31,0,3300.0
80,0,10500.0
44,0,3500.0
58,0,16000.0
56,0,12000.0
48,0,7688.0
55,0,12000.0
56,0,6090.0
52,0,10618.0
58,0,9816.0
68,0,3000.0
28,0,6121.0
53,1,7916.0
45,0,8333.0
46,0,10000.0
64,0,1000.0
72,0,3175.0
46,0,5600.0
47,0,4000.0
34,0,9791.0
49,0,3015.0
25,0,1800.0
61,0,9916.0
44,0,15000.0
73,0,1200.0
59,0,3500.0
53,0,3050.0
49,0,6225.0
49,0,11329.0
50,0,3030.0
43,0,6096.0
55,0,4660.0
67,0,10416.0
62,0,2533.0
49,0,4998.0
73,0,5500.0
31,0,4600.0
66,0,2358.0
36,0,0.0
45,0,23333.0
37,0,5333.0
67,0,3282.0
48,1,4500.0
28,0,820.0
59,0,10000.0
66,1,6070.0
57,1,6250.0
29,0,1802.0
28,0,6833.0
52,1,5420.0
37,0,8416.0
43,0,9000.0
22,0,2400.0
38,0,2333.0
37,0,6793.0
54,0,1600.0
51,0,3375.0
68,0,2500.0
51,0,22000.0
57,1,4180.0
70,0,6500.0
39,0,3378.0
72,0,15000.0
43,0,2670.0
24,0,0.0
46,0,5867.0
61,0,4500.0
49,0,4400.0
61,0,5833.0
67,0,2500.0
54,0,5700.0
79,0,4018.0
34,0,4750.0
58,1,2759.0
46,0,8083.0
40,0,5038.0
39,0,8600.0
38,0,1160.0
66,0,3000.0
33,0,6000.0
52,1,9983.0
56,0,6950.0
26,0,960.0
61,0,9582.0
47,0,9273.0
60,0,0.0
47,0,9062.0
69,0,6500.0
64,0,9428.0
38,0,12500.0
52,0,3450.0
86,0,3000.0
62,0,3120.0
29,0,17399.0
65,0,11833.0
38,0,2967.0
47,0,12583.0
66,0,10000.0
84,0,10500.0
36,0,7877.0
45,0,4750.0
67,0,4382.0
46,0,3356.0
58,0,7384.0
47,0,3070.0
53,0,3700.0
54,0,8458.0
45,0,6000.0
31,0,2300.0
52,0,6000.0
39,0,8250.0
28,0,2500.0
23,1,2600.0
64,1,2500.0
56,0,2500.0
65,0,6000.0
57,0,2315.0
38,0,6558.0
51,1,4448.0
48,0,11049.0
48,0,4200.0
40,0,4410.0
52,0,12000.0
30,0,7500.0
54,0,4400.0
74,0,5610.0
39,0,1240.0
53,0,5000.0
84,0,2850.0
71,0,13000.0
35,0,2600.0
36,0,2078.0
73,0,3500.0
54,0,12300.0
67,0,4100.0
55,0,18768.0
45,0,2080.0
48,0,2600.0
31,0,5000.0
50,0,1400.0
44,0,2500.0
41,0,5833.0
51,0,9900.0
49,0,11083.0
33,0,1930.0
52,0,5666.0
29,0,4291.0
63,0,3655.0
33,1,2912.0
33,1,2266.0
39,0,6495.0
48,0,3209.0
57,0,2339.0
42,0,2897.0
26,0,2600.0
30,0,6250.0
59,0,1653.0
43,0,3029.0
54,0,8841.0
52,0,15833.0
83,0,3842.0
45,1,8333.0
38,0,5487.0
56,0,12500.0
58,0,8666.0
44,0,14832.0
67,0,5336.0
34,0,2880.0
61,0,5156.0
63,1,1600.0
44,0,5417.0
59,0,4333.0
29,0,7000.0
66,0,9201.0
62,0,8150.0
67,0,5558.0
58,0,4104.0
49,0,17000.0
51,0,3123.0
52,0,4500.0
46,0,6500.0
40,0,4583.0
50,1,5000.0
61,0,3600.0
35,1,2833.0
75,0,3000.0
66,0,4166.0
39,0,4000.0
42,0,12000.0
78,1,5500.0
61,0,7000.0
26,0,1427.0
42,0,1800.0
44,0,10124.0
78,0,1300.0
63,0,10983.0
40,0,9575.0
52,0,12500.0
29,0,3333.0
48,0,8416.0
57,0,10212.0
33,0,12500.0
64,0,6800.0
57,0,5920.0
57,0,5000.0
43,0,3600.0
34,0,6000.0
33,0,4000.0
75,0,15500.0
49,0,3282.0
66,0,8000.0
66,0,4000.0
57,0,5117.0
35,0,3617.0
34,0,3600.0
29,0,3787.0
41,0,18325.0
58,0,6100.0
72,0,15959.0
50,0,2530.0
74,0,8669.0
55,0,9416.0
40,0,9796.0
42,0,8100.0
58,0,5800.0
59,0,8996.0
45,0,8800.0
39,0,10000.0
78,0,5000.0
60,0,1583.0
43,0,3300.0
41,0,6000.0
46,0,8665.0
60,0,11100.0
53,1,6083.0
25,0,2080.0
36,1,4000.0
53,0,11000.0
50,0,5424.0
49,1,10283.0
54,0,1020.0
62,0,8770.0
70,0,10500.0
42,0,3534.0
56,0,9833.0
37,0,8345.0
52,0,7881.0
86,0,6067.0
49,0,1051.0
46,0,6966.0
56,0,14000.0
30,0,4050.0
42,0,5000.0
88,0,3000.0
63,0,7670.0
73,0,5300.0
43,0,11284.0
45,0,6009.0
